ags,t,f,wi,wa,wn,pwi,pwa,pwn
03353028,1066,537,98,66,32,9.2,6.2,3
01060080,412,202,52,35,17,12.6,8.5,4.1
01061030,311,155,32,19,13,10.3,6.1,4.2
01060049,1590,817,126,88,38,7.9,5.5,2.4
01060036,717,351,63,43,20,8.8,6,2.8
01062065,1300,650,134,79,55,10.3,6.1,4.2
01058052,2148,1118,189,134,55,8.8,6.2,2.6
01058137,2671,1383,297,207,90,11.1,7.7,3.4
01058052,2148,1118,189,134,55,8.8,6.2,2.6
12063293,895,442,64,47,17,7.2,5.3,1.9
16068024,539,265,29,23,6,5.4,4.3,1.1
01061091,727,347,81,50,31,11.1,6.9,4.3
01051030,275,140,26,16,10,9.5,5.8,3.6
01061044,5583,2819,545,346,199,9.8,6.2,3.6
01053074,148,74,13,-1,-1,8.8,nan,nan
01060058,2356,1180,212,150,62,9,6.4,2.6
01056040,2322,1157,206,127,79,8.9,5.5,3.4
01062086,1547,771,142,78,64,9.2,5,4.1
01053007,415,203,54,32,22,13,7.7,5.3
01058085,236,118,22,14,8,9.3,5.9,3.4
01056037,533,291,39,31,8,7.3,5.8,1.5
01056029,3295,1666,274,176,98,8.3,5.3,3
01061108,295,147,42,26,16,14.2,8.8,5.4
03355005,2566,1274,255,174,81,9.9,6.8,3.2
01053084,502,249,44,31,13,8.8,6.2,2.6
09677169,970,476,115,77,38,11.9,7.9,3.9
07337046,943,463,96,65,31,10.2,6.9,3.3
01060034,1832,914,158,106,52,8.6,5.8,2.8
01053071,598,310,62,43,19,10.4,7.2,3.2
01058077,5229,2735,494,339,155,9.4,6.5,3
01056023,2634,1287,239,154,85,9.1,5.8,3.2
01053116,15933,8110,1387,931,456,8.7,5.8,2.9
03357017,466,222,53,31,22,11.4,6.7,4.7
01060045,851,415,84,56,28,9.9,6.6,3.3
01061003,198,97,23,16,7,11.6,8.1,3.5
01060031,505,244,53,35,18,10.5,6.9,3.6
03359034,1431,721,111,72,39,7.8,5,2.7
01058009,3770,1935,328,229,99,8.7,6.1,2.6
03353025,1898,947,200,137,63,10.5,7.2,3.3
01056022,743,367,81,59,22,10.9,7.9,3
01059116,1793,927,215,149,66,12,8.3,3.7
01059082,654,300,67,45,22,10.2,6.9,3.4
01057059,472,233,32,17,15,6.8,3.6,3.2
01058122,569,286,52,31,21,9.1,5.4,3.7
01057011,270,134,29,18,11,10.7,6.7,4.1
01058001,966,491,66,52,14,6.8,5.4,1.4
01057005,385,194,45,33,12,11.7,8.6,3.1
01057080,1250,635,112,71,41,9,5.7,3.3
01057024,504,253,70,42,28,13.9,8.3,5.6
01057071,862,437,90,65,25,10.4,7.5,2.9
01057085,2918,1505,277,186,91,9.5,6.4,3.1
13075095,377,195,13,6,7,3.4,1.6,1.9
13075038,875,424,30,22,8,3.4,2.5,0.9
12073393,786,369,33,25,8,4.2,3.2,1
12071244,9147,4536,497,343,154,5.4,3.7,1.7
12067024,5251,2772,253,184,69,4.8,3.5,1.3
12063252,24387,12523,1287,988,299,5.3,4.1,1.2
14626060,4752,2339,212,165,47,4.5,3.5,1
16077016,189,99,13,10,3,6.9,5.3,1.6
01053033,153,84,11,5,6,7.2,3.3,3.9
01053018,235,116,18,9,9,7.7,3.8,3.8
01053029,349,167,37,23,14,10.6,6.6,4
03355030,1283,662,103,65,38,8,5.1,3
01053030,42,20,3,-1,-1,7.1,nan,nan
01055032,15041,7981,1301,846,455,8.6,5.6,3
13076055,699,321,41,26,15,5.9,3.7,2.1
01053083,11398,5684,864,614,250,7.6,5.4,2.2
01053024,169,80,13,7,6,7.7,4.1,3.6
01062025,1515,744,151,102,49,10,6.7,3.2
01062094,1659,831,130,70,60,7.8,4.2,3.6
01053080,163,81,13,10,3,8,6.1,1.8
01053132,885,486,72,50,22,8.1,5.6,2.5
13076014,10379,5252,670,461,209,6.5,4.4,2
01053075,1772,946,199,136,63,11.2,7.7,3.6
01060073,1917,931,180,94,86,9.4,4.9,4.5
15081225,1660,820,83,57,26,5,3.4,1.6
01053036,328,168,30,23,7,9.1,7,2.1
13072095,4972,2528,225,171,54,4.5,3.4,1.1
13076073,653,317,37,23,14,5.7,3.5,2.1
07140006,440,215,44,24,20,10,5.5,4.5
13075143,777,358,26,-1,-1,3.3,nan,nan
13076054,670,313,28,18,10,4.2,2.7,1.5
03359028,12050,5876,1132,785,347,9.4,6.5,2.9
01061074,857,427,81,64,17,9.5,7.5,2
03359038,46378,23780,4280,2924,1356,9.2,6.3,2.9
01061118,1692,810,166,111,55,9.8,6.6,3.3
01056018,17250,8915,1339,819,520,7.8,4.7,3
01060094,1346,707,113,76,37,8.4,5.6,2.7
01060092,9347,4762,792,525,267,8.5,5.6,2.9
01053017,632,314,51,27,24,8.1,4.3,3.8
01053050,843,432,91,53,38,10.8,6.3,4.5
01056008,1242,597,106,72,34,8.5,5.8,2.7
01061072,1888,980,166,124,42,8.8,6.6,2.2
01062021,1420,689,115,70,45,8.1,4.9,3.2
01062056,1180,578,109,72,37,9.2,6.1,3.1
01060028,1909,952,163,108,55,8.5,5.7,2.9
01053091,173,91,15,10,5,8.7,5.8,2.9
01056028,3188,1584,324,202,122,10.2,6.3,3.8
03353039,1343,689,152,94,58,11.3,7,4.3
01060060,557,267,52,34,18,9.3,6.1,3.2
01053131,192,88,18,10,8,9.4,5.2,4.2
01060006,223,115,13,8,5,5.8,3.6,2.2
01059178,727,380,69,42,27,9.5,5.8,3.7
01059068,631,304,61,41,20,9.7,6.5,3.2
01059026,2492,1300,201,141,60,8.1,5.7,2.4
01059012,686,372,43,29,14,6.3,4.2,2
01058010,141,70,15,12,3,10.6,8.5,2.1
01059034,214,115,23,17,6,10.7,7.9,2.8
01059073,1590,801,145,85,60,9.1,5.3,3.8
01055044,10908,5658,1084,757,327,9.9,6.9,3
01055001,8297,4184,783,535,248,9.4,6.4,3
01053064,645,317,49,30,19,7.6,4.7,2.9
01053134,294,145,31,25,6,10.5,8.5,2
01053090,18856,9891,1462,991,471,7.8,5.3,2.5
03355018,920,459,84,57,27,9.1,6.2,2.9
01053010,88,39,9,5,4,10.2,5.7,4.5
01053104,518,259,44,34,10,8.5,6.6,1.9
13073088,58041,29613,3198,2551,647,5.5,4.4,1.1
13073088,58041,29613,3198,2551,647,5.5,4.4,1.1
12071164,514,259,30,23,7,5.8,4.5,1.4
12071176,602,292,27,21,6,4.5,3.5,1
07340040,1454,726,126,81,45,8.7,5.6,3.1
13071171,213,110,22,16,6,10.3,7.5,2.8
13075123,855,436,48,25,23,5.6,2.9,2.7
13071105,222,105,6,-1,-1,2.7,nan,nan
03359032,1076,503,95,72,23,8.8,6.7,2.1
12066226,585,286,40,32,8,6.8,5.5,1.4
14729020,3339,1676,165,107,58,4.9,3.2,1.7
01056026,1635,834,172,98,74,10.5,6,4.5
01061079,1561,771,113,82,31,7.2,5.3,2
01060027,2883,1467,278,186,92,9.6,6.5,3.2
01062091,2726,1389,273,169,104,10,6.2,3.8
01061001,130,53,10,-1,-1,7.7,nan,nan
01061034,1534,781,141,105,36,9.2,6.8,2.3
01062023,9319,4966,688,449,239,7.4,4.8,2.6
01056031,3209,1635,282,180,102,8.8,5.6,3.2
01060004,13906,7127,1330,895,435,9.6,6.4,3.1
01062078,1243,612,101,66,35,8.1,5.3,2.8
01056009,2317,1153,256,158,98,11,6.8,4.2
01058096,1284,625,112,72,40,8.7,5.6,3.1
01059014,404,204,43,26,17,10.6,6.4,4.2
01059157,552,273,76,43,33,13.8,7.8,6
01059072,203,105,19,-1,-1,9.4,nan,nan
01058055,46,21,7,-1,-1,15.2,nan,nan
01059060,985,494,90,56,34,9.1,5.7,3.5
01059010,1439,694,145,95,50,10.1,6.6,3.5
01059041,794,409,79,46,33,9.9,5.8,4.2
01059077,2567,1294,240,153,87,9.3,6,3.4
01059098,1344,637,131,87,44,9.7,6.5,3.3
01059051,339,157,40,29,11,11.8,8.6,3.2
01059001,330,154,37,27,10,11.2,8.2,3
01058170,2976,1522,244,156,88,8.2,5.2,3
01053113,516,246,52,39,13,10.1,7.6,2.5
01062032,550,279,45,28,17,8.2,5.1,3.1
01053106,389,196,41,27,14,10.5,6.9,3.6
01053015,292,137,30,24,6,10.3,8.2,2.1
01053056,188,96,19,12,7,10.1,6.4,3.7
01062003,827,425,67,46,21,8.1,5.6,2.5
01053040,79,37,13,6,7,16.5,7.6,8.9
01053067,641,306,54,33,21,8.4,5.1,3.3
07332050,4196,2163,397,247,150,9.5,5.9,3.6
01055039,1596,805,118,74,44,7.4,4.6,2.8
01062048,681,329,66,41,25,9.7,6,3.7
12069474,959,465,43,29,14,4.5,3,1.5
05170040,8819,4456,997,691,306,11.3,7.8,3.5
13075044,3093,1541,124,101,23,4,3.3,0.7
13075109,237,121,6,6,n/a,2.5,2.5,nan
13071116,154,67,11,-1,-1,7.1,nan,nan
13072034,190,91,6,-1,-1,3.2,nan,nan
13075031,4871,2494,236,198,38,4.8,4.1,0.8
13073028,1313,682,73,55,18,5.6,4.2,1.4
13071166,1491,711,76,61,15,5.1,4.1,1
13075086,669,331,33,25,8,4.9,3.7,1.2
13075125,304,147,13,-1,-1,4.3,nan,nan
13073046,1797,883,91,61,30,5.1,3.4,1.7
13071118,352,172,21,15,6,6,4.3,1.7
01060023,426,215,58,30,28,13.6,7,6.6
01053047,1255,606,102,73,29,8.1,5.8,2.3
03359011,1999,979,213,135,78,10.7,6.8,3.9
01060012,3286,1660,338,206,132,10.3,6.3,4
01056047,2247,1094,218,127,91,9.7,5.7,4
03353001,1936,956,171,115,56,8.8,5.9,2.9
01053012,4431,2219,358,211,147,8.1,4.8,3.3
01062061,8963,4548,756,534,222,8.4,6,2.5
01058128,1662,825,164,100,64,9.9,6,3.9
01060007,1003,475,83,51,32,8.3,5.1,3.2
01060002,2717,1333,251,148,103,9.2,5.4,3.8
01060013,131,68,8,-1,-1,6.1,nan,nan
03359001,1180,593,94,68,26,8,5.8,2.2
01059057,1105,544,98,64,34,8.9,5.8,3.1
01059164,856,432,81,57,24,9.5,6.7,2.8
01059109,771,404,82,57,25,10.6,7.4,3.2
01059168,714,358,73,51,22,10.2,7.1,3.1
01059163,221,114,27,18,9,12.2,8.1,4.1
01059142,593,297,53,41,12,8.9,6.9,2
01059147,136,73,10,6,4,7.4,4.4,2.9
01059121,844,386,83,61,22,9.8,7.2,2.6
01059155,274,137,42,25,17,15.3,9.1,6.2
01059102,196,103,27,18,9,13.8,9.2,4.6
01059142,593,297,53,41,12,8.9,6.9,2
01053110,548,267,36,24,12,6.6,4.4,2.2
01058089,166,84,16,13,3,9.6,7.8,1.8
01058173,1053,520,98,66,32,9.3,6.3,3
01058162,428,203,39,22,17,9.1,5.1,4
01058099,829,408,89,63,26,10.7,7.6,3.1
01058162,428,203,39,22,17,9.1,5.1,4
01058067,689,352,57,34,23,8.3,4.9,3.3
01058137,2671,1383,297,207,90,11.1,7.7,3.4
01059101,420,226,53,35,18,12.6,8.3,4.3
01059073,1590,801,145,85,60,9.1,5.3,3.8
01059084,480,245,38,23,15,7.9,4.8,3.1
01059093,416,203,32,27,5,7.7,6.5,1.2
01059068,631,304,61,41,20,9.7,6.5,3.2
01059137,1535,788,161,106,55,10.5,6.9,3.6
13071097,348,165,16,11,5,4.6,3.2,1.4
13075080,969,492,54,37,17,5.6,3.8,1.8
13075018,621,309,21,12,9,3.4,1.9,1.4
12073097,1893,936,86,70,16,4.5,3.7,0.8
13071059,547,264,26,18,8,4.8,3.3,1.5
13075087,371,184,21,13,8,5.7,3.5,2.2
13075076,395,186,12,8,4,3,2,1
13075040,158,84,4,-1,-1,2.5,nan,nan
13075007,332,170,20,16,4,6,4.8,1.2
01056017,419,176,42,24,18,10,5.7,4.3
03359021,1111,561,111,77,34,10,6.9,3.1
01062008,855,413,70,50,20,8.2,5.8,2.3
01060040,1251,634,118,74,44,9.4,5.9,3.5
01060056,250,127,25,13,12,10,5.2,4.8
01060020,1583,775,122,77,45,7.7,4.9,2.8
01053111,853,442,56,38,18,6.6,4.5,2.1
01060010,574,275,55,36,19,9.6,6.3,3.3
01061047,426,214,34,26,8,8,6.1,1.9
03359038,46378,23780,4280,2924,1356,9.2,6.3,2.9
01060087,701,366,72,47,25,10.3,6.7,3.6
01060075,2165,1120,197,133,64,9.1,6.1,3
01059161,4188,2075,411,286,125,9.8,6.8,3
01059021,272,123,26,16,10,9.6,5.9,3.7
01060081,263,134,33,19,14,12.5,7.2,5.3
,,,,,,,,
01062053,8858,4462,689,435,254,7.8,4.9,2.9
03359003,3945,1913,343,244,99,8.7,6.2,2.5
01061045,261,132,21,15,6,8,5.7,2.3
01056016,776,410,65,45,20,8.4,5.8,2.6
01060065,1325,654,144,81,63,10.9,6.1,4.8
01060035,336,166,31,16,15,9.2,4.8,4.5
01053053,526,245,44,31,13,8.4,5.9,2.5
01062009,12477,6439,1080,661,419,8.7,5.3,3.4
01058175,496,261,52,40,12,10.5,8.1,2.4
01059184,3374,1680,291,180,111,8.6,5.3,3.3
13075127,1171,590,45,35,10,3.8,3,0.9
13075045,478,236,26,22,4,5.4,4.6,0.8
13075131,9436,4757,466,366,100,4.9,3.9,1.1
13075078,760,375,41,29,12,5.4,3.8,1.6
13076001,753,389,34,22,12,4.5,2.9,1.6
13076111,643,335,52,39,13,8.1,6.1,2
13071043,612,279,24,18,6,3.9,2.9,1
13071069,633,304,41,31,10,6.5,4.9,1.6
03351012,10227,5076,868,591,277,8.5,5.8,2.7
13071108,1125,572,65,40,25,5.8,3.6,2.2
13073072,230,112,23,20,3,10,8.7,1.3
13075004,412,194,23,19,4,5.6,4.6,1
13075137,1785,896,61,50,11,3.4,2.8,0.6
13071163,597,269,30,25,5,5,4.2,0.8
13072038,644,325,28,23,5,4.3,3.6,0.8
13071144,441,214,28,20,8,6.3,4.5,1.8
13073077,1474,730,86,63,23,5.8,4.3,1.6
13075093,751,369,29,17,12,3.9,2.3,1.6
13071072,201,103,9,9,n/a,4.5,4.5,nan
13071160,562,261,27,18,9,4.8,3.2,1.6
01060024,545,273,58,39,19,10.6,7.2,3.5
01056049,18101,9230,1912,1220,692,10.6,6.7,3.8
03355019,2423,1218,190,135,55,7.8,5.6,2.3
03353032,11086,5529,1069,693,376,9.6,6.3,3.4
03353042,1671,843,145,96,49,8.7,5.7,2.9
03355039,2345,1208,165,112,53,7,4.8,2.3
03355015,969,472,83,55,28,8.6,5.7,2.9
03355009,9439,4838,731,507,224,7.7,5.4,2.4
01053032,30030,15368,2746,1736,1010,9.1,5.8,3.4
06636001,8463,4320,740,526,214,8.7,6.2,2.5
01059095,234,111,21,13,8,9,5.6,3.4
01058121,2349,1185,228,155,73,9.7,6.6,3.1
01059049,471,245,49,35,14,10.4,7.4,3
01059056,237,128,19,13,6,8,5.5,2.5
01059176,2350,1204,252,169,83,10.7,7.2,3.5
01059002,279,135,18,15,3,6.5,5.4,1.1
01058150,2790,1405,193,134,59,6.9,4.8,2.1
01059012,686,372,43,29,14,6.3,4.2,2
03357050,768,364,79,60,19,10.3,7.8,2.5
01053122,585,293,48,30,18,8.2,5.1,3.1
01053114,159,79,8,4,4,5,2.5,2.5
13071067,806,400,46,36,10,5.7,4.5,1.2
13071046,106,45,12,5,7,11.3,4.7,6.6
13071140,724,354,42,33,9,5.8,4.6,1.2
13073049,261,128,22,17,5,8.4,6.5,1.9
13075002,407,204,13,-1,-1,3.2,nan,nan
13071156,21153,11194,1100,819,281,5.2,3.9,1.3
13075118,301,144,9,6,3,3,2,1
13075098,500,247,21,17,4,4.2,3.4,0.8
13073053,572,281,32,22,10,5.6,3.8,1.7
13075082,4420,2239,200,166,34,4.5,3.8,0.8
08226096,44797,22862,4166,2680,1486,9.3,6,3.3
12069680,860,434,53,39,14,6.2,4.5,1.6
13072092,504,252,27,18,9,5.4,3.6,1.8
13073094,1139,557,80,62,18,7,5.4,1.6
14523230,1338,649,58,36,22,4.3,2.7,1.6
13073030,975,499,70,50,20,7.2,5.1,2.1
13071041,366,187,23,19,4,6.3,5.2,1.1
13075140,483,225,26,19,7,5.4,3.9,1.4
01061077,857,429,107,80,27,12.5,9.3,3.2
03356007,30302,15442,3019,1930,1089,10,6.4,3.6
03355033,3552,1754,301,197,104,8.5,5.5,2.9
01053082,280,135,29,24,5,10.4,8.6,1.8
01059106,999,498,120,77,43,12,7.7,4.3
01059037,956,499,61,43,18,6.4,4.5,1.9
01059033,216,112,16,12,4,7.4,5.6,1.9
01059145,1115,556,91,59,32,8.2,5.3,2.9
01059016,509,256,50,37,13,9.8,7.3,2.6
01059152,156,81,12,-1,-1,7.7,nan,nan
01053121,325,156,27,13,14,8.3,4,4.3
01053109,632,326,65,35,30,10.3,5.5,4.7
01061066,397,196,51,34,17,12.8,8.6,4.3
01061046,31771,16579,2844,1964,880,9,6.2,2.8
03357023,792,379,79,44,35,10,5.6,4.4
01060084,864,413,80,55,25,9.3,6.4,2.9
03355003,1637,805,147,90,57,9,5.5,3.5
01053124,375,193,32,23,9,8.5,6.1,2.4
01053039,202,97,24,15,9,11.9,7.4,4.5
01053130,741,374,68,46,22,9.2,6.2,3
01053108,1792,894,164,111,53,9.2,6.2,3
01053112,1376,678,146,83,63,10.6,6,4.6
13072019,3796,1866,181,123,58,4.8,3.2,1.5
13075128,287,137,27,24,3,9.4,8.4,1
13075073,173,85,16,9,7,9.2,5.2,4
13072081,699,346,40,31,9,5.7,4.4,1.3
13071053,114,56,10,-1,-1,8.8,nan,nan
13075025,347,167,22,16,6,6.3,4.6,1.7
13071032,646,323,34,25,9,5.3,3.9,1.4
13075094,833,394,36,28,8,4.3,3.4,1
13073095,557,266,30,20,10,5.4,3.6,1.8
13073052,460,213,24,-1,-1,5.2,nan,nan
13072076,144,66,6,3,3,4.2,2.1,2.1
13071145,898,437,50,32,18,5.6,3.6,2
13071022,1038,502,59,48,11,5.7,4.6,1.1
13075089,418,211,10,-1,-1,2.4,nan,nan
13075105,10535,5534,467,363,104,4.4,3.4,1
13071139,237,120,16,13,3,6.8,5.5,1.3
13073074,314,156,28,23,5,8.9,7.3,1.6
13071084,572,280,28,24,4,4.9,4.2,0.7
13073002,638,321,28,24,4,4.4,3.8,0.6
06634019,3169,1573,302,216,86,9.5,6.8,2.7
13074029,290,139,18,7,11,6.2,2.4,3.8
13074052,247,116,12,-1,-1,4.9,nan,nan
03153018,15818,6992,1717,1265,452,10.9,8,2.9
01059112,1996,1037,226,164,62,11.3,8.2,3.1
01059136,246,132,14,11,3,5.7,4.5,1.2
01059033,216,112,16,12,4,7.4,5.6,1.9
01059167,1391,696,150,105,45,10.8,7.5,3.2
01058051,1182,600,96,60,36,8.1,5.1,3
01058037,3908,1961,366,256,110,9.4,6.6,2.8
01059016,509,256,50,37,13,9.8,7.3,2.6
01058036,233,110,20,-1,-1,8.6,nan,nan
01059182,1552,786,160,103,57,10.3,6.6,3.7
01058004,312,139,27,18,9,8.7,5.8,2.9
01058032,701,349,55,41,14,7.8,5.8,2
01058040,1458,731,138,82,56,9.5,5.6,3.8
01062076,6449,3253,577,362,215,8.9,5.6,3.3
01060011,5326,2654,390,270,120,7.3,5.1,2.3
01060089,5137,2598,419,287,132,8.2,5.6,2.6
01061027,906,410,59,45,14,6.5,5,1.5
01061037,1096,537,103,63,40,9.4,5.7,3.6
01061118,1692,810,166,111,55,9.8,6.6,3.3
14626150,1345,640,43,28,15,3.2,2.1,1.1
01061074,857,427,81,64,17,9.5,7.5,2
08435042,2681,1302,344,209,135,12.8,7.8,5
01061012,682,329,66,50,16,9.7,7.3,2.3
01061114,323,162,28,17,11,8.7,5.3,3.4
01061098,221,111,17,12,5,7.7,5.4,2.3
01061065,694,344,62,46,16,8.9,6.6,2.3
14625130,2840,1413,130,89,41,4.6,3.1,1.4
16062018,350,167,19,11,8,5.4,3.1,2.3
13075149,467,242,13,9,4,2.8,1.9,0.9
13071091,480,234,26,20,6,5.4,4.2,1.2
13071026,783,401,34,24,10,4.3,3.1,1.3
13075035,150,64,10,-1,-1,6.7,nan,nan
13071014,827,417,53,40,13,6.4,4.8,1.6
01059131,945,477,98,66,32,10.4,7,3.4
13073079,2011,1027,107,83,24,5.3,4.1,1.2
08115051,9816,4981,1032,611,421,10.5,6.2,4.3
09179145,21111,10899,2019,1133,886,9.6,5.4,4.2
13073041,487,233,19,15,4,3.9,3.1,0.8
01055016,7150,3704,671,466,205,9.4,6.5,2.9
13074074,4347,2217,288,204,84,6.6,4.7,1.9
13074042,945,454,51,30,21,5.4,3.2,2.2
13074017,4034,1971,243,153,90,6,3.8,2.2
13074067,242,113,17,11,6,7,4.5,2.5
13076030,476,223,33,26,7,6.9,5.5,1.5
13074013,1212,589,62,35,27,5.1,2.9,2.2
13073018,457,226,31,20,11,6.8,4.4,2.4
13075120,791,391,30,22,8,3.8,2.8,1
13071079,616,302,27,18,9,4.4,2.9,1.5
13072003,380,177,28,19,9,7.4,5,2.4
08317001,25018,12634,3251,1952,1299,13,7.8,5.2
13074027,178,93,15,-1,-1,8.4,nan,nan
13074037,1741,853,112,75,37,6.4,4.3,2.1
13076016,712,349,41,31,10,5.8,4.4,1.4
01055031,1227,602,91,60,31,7.4,4.9,2.5
01055029,368,177,39,27,12,10.6,7.3,3.3
01055031,1227,602,91,60,31,7.4,4.9,2.5
01055015,1475,714,166,114,52,11.3,7.7,3.5
01055016,7150,3704,671,466,205,9.4,6.5,2.9
01055025,1037,549,78,59,19,7.5,5.7,1.8
01055018,985,526,107,69,38,10.9,7,3.9
01058069,565,275,60,36,24,10.6,6.4,4.2
01058087,569,289,72,35,37,12.7,6.2,6.5
01058084,296,150,27,16,11,9.1,5.4,3.7
03359026,3360,1641,315,206,109,9.4,6.1,3.2
01056027,1331,672,115,69,46,8.6,5.2,3.5
03359020,1871,940,188,129,59,10,6.9,3.2
02000000,1787408,914346,151799,94040,57759,8.5,5.3,3.2
01056050,32890,16982,3090,1943,1147,9.4,5.9,3.5
03359039,1588,802,150,108,42,9.4,6.8,2.6
01056019,1048,531,104,69,35,9.9,6.6,3.3
01059148,573,274,66,45,21,11.5,7.9,3.7
01058112,1178,588,100,70,30,8.5,5.9,2.5
01058118,1525,737,139,98,41,9.1,6.4,2.7
01058070,1285,635,145,106,39,11.3,8.2,3
01059126,1229,604,136,91,45,11.1,7.4,3.7
01059026,2492,1300,201,141,60,8.1,5.7,2.4
01059070,223,116,22,13,9,9.9,5.8,4
01059034,214,115,23,17,6,10.7,7.9,2.8
01059019,1137,558,105,69,36,9.2,6.1,3.2
01059118,873,426,108,86,22,12.4,9.9,2.5
01059065,135,62,15,12,3,11.1,8.9,2.2
01058110,1076,556,115,72,43,10.7,6.7,4
01059159,1624,782,162,115,47,10,7.1,2.9
01059055,270,132,27,22,5,10,8.1,1.9
14626330,1726,867,94,78,16,5.4,4.5,0.9
12063056,9700,4884,514,353,161,5.3,3.6,1.7
13073033,563,279,35,22,13,6.2,3.9,2.3
13073098,548,266,35,24,11,6.4,4.4,2
13072012,2396,1191,148,95,53,6.2,4,2.2
14729380,3563,1744,234,176,58,6.6,4.9,1.6
09176164,2675,1245,254,174,80,9.5,6.5,3
14522035,5801,2913,293,187,106,5.1,3.2,1.8
01055014,1133,572,105,68,37,9.3,6,3.3
01055011,646,333,56,36,20,8.7,5.6,3.1
01055022,1101,536,147,115,32,13.4,10.4,2.9
01055023,434,243,38,23,15,8.8,5.3,3.5
01055017,2160,1129,181,120,61,8.4,5.6,2.8
13072049,998,445,45,32,13,4.5,3.2,1.3
01060018,53,24,10,7,3,18.9,13.2,5.7
13074018,199,99,9,4,5,4.5,2,2.5
05162004,64064,32248,5692,3926,1766,8.9,6.1,2.8
01055021,9126,4729,873,614,259,9.6,6.7,2.8
14523010,5078,2633,259,194,65,5.1,3.8,1.3
01058034,10110,5217,942,647,295,9.3,6.4,2.9
01059154,632,313,63,43,20,10,6.8,3.2
01059154,632,313,63,43,20,10,6.8,3.2
01056020,1770,868,190,119,71,10.7,6.7,4
08326006,5752,2880,737,437,300,12.8,7.6,5.2
01060061,783,394,80,53,27,10.2,6.8,3.4
03355020,2374,1213,202,126,76,8.5,5.3,3.2
01060097,835,425,101,64,37,12.1,7.7,4.4
08426090,921,466,151,101,50,16.4,11,5.4
03353005,38487,20061,3581,2436,1145,9.3,6.3,3
01061080,170,91,20,15,5,11.8,8.8,2.9
01061117,380,187,36,21,15,9.5,5.5,3.9
01061088,435,238,44,30,14,10.1,6.9,3.2
01061086,396,199,47,28,19,11.9,7.1,4.8
01060082,1005,490,102,63,39,10.1,6.3,3.9
01061085,265,133,38,25,13,14.3,9.4,4.9
01060047,3812,1910,342,229,113,9,6,3
01061064,161,82,22,15,7,13.7,9.3,4.3
01061112,174,92,13,10,3,7.5,5.7,1.7
01061038,75,39,13,9,4,17.3,12,5.3
01061071,297,156,34,25,9,11.4,8.4,3
01061096,471,236,48,36,12,10.2,7.6,2.5
01061116,2438,1203,209,149,60,8.6,6.1,2.5
01061019,2040,1028,178,121,57,8.7,5.9,2.8
01061036,606,304,75,57,18,12.4,9.4,3
14522230,8711,4376,382,299,83,4.4,3.4,1
13073025,797,402,40,26,14,5,3.3,1.8
13073037,743,361,27,22,5,3.6,3,0.7
12061224,534,252,28,22,6,5.2,4.1,1.1
13073009,8696,4540,488,379,109,5.6,4.4,1.3
13073009,8696,4540,488,379,109,5.6,4.4,1.3
13071028,868,440,26,21,5,3,2.4,0.6
13073058,303,140,14,-1,-1,4.6,nan,nan
12070125,3955,1889,191,138,53,4.8,3.5,1.3
01056045,918,473,107,58,49,11.7,6.3,5.3
03359013,11292,5697,1157,853,304,10.2,7.6,2.7
01056045,918,473,107,58,49,11.7,6.3,5.3
01053046,1613,806,131,78,53,8.1,4.8,3.3
01056050,32890,16982,3090,1943,1147,9.4,5.9,3.5
03359028,12050,5876,1132,785,347,9.4,6.5,2.9
03359020,1871,940,188,129,59,10,6.9,3.2
03359026,3360,1641,315,206,109,9.4,6.1,3.2
03461009,7476,3716,782,552,230,10.5,7.4,3.1
03457002,5473,2853,630,276,354,11.5,5,6.5
03452006,13837,6831,1365,1055,310,9.9,7.6,2.2
03452015,1886,958,192,149,43,10.2,7.9,2.3
08117061,2561,1302,244,162,82,9.5,6.3,3.2
13073056,603,297,46,24,22,7.6,4,3.6
01061063,269,136,28,25,3,10.4,9.3,1.1
03359030,490,229,58,47,11,11.8,9.6,2.2
01059132,739,361,72,43,29,9.7,5.8,3.9
01059173,915,456,85,50,35,9.3,5.5,3.8
01059085,1003,508,116,95,21,11.6,9.5,2.1
01059064,776,378,67,51,16,8.6,6.6,2.1
01054159,749,380,77,60,17,10.3,8,2.3
01054130,19,10,-1,n/a,-1,-5.3,nan,nan
01054141,289,141,25,19,6,8.7,6.6,2.1
03452017,2336,1239,212,167,45,9.1,7.1,1.9
03461007,26325,13227,2484,1771,713,9.4,6.7,2.7
03457016,1702,826,202,163,39,11.9,9.6,2.3
01060072,462,235,34,30,4,7.4,6.5,0.9
01056032,2259,1136,202,130,72,8.9,5.8,3.2
01061068,117,57,17,10,7,14.5,8.5,6
03359039,1588,802,150,108,42,9.4,6.8,2.6
01058157,1490,779,105,79,26,7,5.3,1.7
08335002,7088,3777,760,502,258,10.7,7.1,3.6
01059032,376,190,39,27,12,10.4,7.2,3.2
01058067,689,352,57,34,23,8.3,4.9,3.3
08415089,5213,2659,661,379,282,12.7,7.3,5.4
01057007,1741,880,172,113,59,9.9,6.5,3.4
01059045,8709,4515,952,663,289,10.9,7.6,3.3
01059045,8709,4515,952,663,289,10.9,7.6,3.3
12073532,30262,15715,1401,1158,243,4.6,3.8,0.8
03462012,869,429,112,79,33,12.9,9.1,3.8
03356006,738,356,64,42,22,8.7,5.7,3
11000000,3520031,1793498,198499,142338,56161,5.6,4,1.6
