ags,t,f,wi,wa,wn,pwi,pwa,pwn
08435053,2099,1057,216,134,82,10.3,6.4,3.9
08437047,1796,883,256,151,105,14.3,8.4,5.8
08425052,218,118,40,32,8,18.3,14.7,3.7
08435034,13714,6963,1457,845,612,10.6,6.2,4.5
08436009,20011,10213,2627,1507,1120,13.1,7.5,5.6
08426005,498,242,68,39,29,13.7,7.8,5.8
03255036,565,285,56,42,14,9.9,7.4,2.5
03255022,558,300,50,42,8,9,7.5,1.4
08437104,18271,8831,1805,1133,672,9.9,6.2,3.7
08437124,3412,1726,378,229,149,11.1,6.7,4.4
07334001,8519,4330,718,447,271,8.4,5.2,3.2
08436005,4095,1953,497,273,224,12.1,6.7,5.5
08437107,4798,2412,599,367,232,12.5,7.6,4.8
08436040,179,94,27,20,7,15.1,11.2,3.9
08426058,2237,1124,283,162,121,12.7,7.2,5.4
08437008,2713,1349,341,217,124,12.6,8,4.6
08437118,2631,1410,305,190,115,11.6,7.2,4.4
08436027,491,249,64,45,19,13,9.2,3.9
08426109,295,141,38,26,12,12.9,8.8,4.1
08426067,3464,1689,434,270,164,12.5,7.8,4.7
08435045,4704,2321,491,293,198,10.4,6.2,4.2
08436019,627,311,78,42,36,12.4,6.7,5.7
08425036,822,406,106,60,46,12.9,7.3,5.6
08436078,4495,2220,586,366,220,13,8.1,4.9
08436047,743,362,104,58,46,14,7.8,6.2
08426006,301,139,44,24,20,14.6,8,6.6
08426070,21153,10628,2515,1437,1078,11.9,6.8,5.1
08436095,5202,2530,713,406,307,13.7,7.8,5.9
03255010,775,400,66,46,20,8.5,5.9,2.6
08436001,1680,850,189,110,79,11.2,6.5,4.7
08435020,3011,1519,318,200,118,10.6,6.6,3.9
08436077,277,141,36,27,9,13,9.7,3.2
08436024,1197,570,152,94,58,12.7,7.9,4.8
08426021,32233,16434,3444,2062,1382,10.7,6.4,4.3
08437114,2149,1066,226,143,83,10.5,6.7,3.9
08436032,674,325,94,55,39,13.9,8.2,5.8
08425081,5119,2602,544,320,224,10.6,6.3,4.4
08425124,758,380,127,69,58,16.8,9.1,7.7
08436083,4938,2448,488,295,193,9.9,6,3.9
08437086,6751,3354,888,518,370,13.2,7.7,5.5
09776130,2681,1326,291,167,124,10.9,6.2,4.6
08435054,1036,544,109,64,45,10.5,6.2,4.3
08436096,4625,2275,524,306,218,11.3,6.6,4.7
08437105,3564,1779,380,230,150,10.7,6.5,4.2
08435010,1560,784,137,79,58,8.8,5.1,3.7
08426036,416,199,68,36,32,16.3,8.7,7.7
08436079,3182,1610,362,252,110,11.4,7.9,3.5
09776125,4226,2186,479,275,204,11.3,6.5,4.8
08436053,665,330,78,40,38,11.7,6,5.7
08417075,6386,3239,681,412,269,10.7,6.5,4.2
08436014,3108,1506,387,230,157,12.5,7.4,5.1
08435047,4246,2138,499,295,204,11.8,6.9,4.8
08437101,2523,1237,283,179,104,11.2,7.1,4.1
08119055,9368,4747,1057,657,400,11.3,7,4.3
08125013,15727,7823,1746,1039,707,11.1,6.6,4.5
08116072,12376,6191,1205,679,526,9.7,5.5,4.3
08116054,3415,1686,382,234,148,11.2,6.9,4.3
08136034,2554,1276,234,141,93,9.2,5.5,3.6
08125008,6178,3103,658,388,270,10.7,6.3,4.4
08117031,817,370,107,82,25,13.1,10,3.1
08125107,6837,3480,695,414,281,10.2,6.1,4.1
08125027,4969,2498,551,307,244,11.1,6.2,4.9
08425134,2936,1453,372,222,150,12.7,7.6,5.1
08117035,1019,508,115,74,41,11.3,7.3,4
08415014,9477,4778,1072,632,440,11.3,6.7,4.6
14627100,10283,5043,488,328,160,4.7,3.2,1.6
08415027,2288,1080,279,159,120,12.2,6.9,5.2
08425093,2306,1146,283,176,107,12.3,7.6,4.6
08116043,1838,914,189,130,59,10.3,7.1,3.2
08118046,33153,16683,3315,1880,1435,10,5.7,4.3
08118074,3129,1569,309,192,117,9.9,6.1,3.7
08118003,13315,6700,1305,756,549,9.8,5.7,4.1
08125065,26304,13158,2873,1677,1196,10.9,6.4,4.5
16068006,2566,1289,127,99,28,4.9,3.9,1.1
16077049,324,165,19,11,8,5.9,3.4,2.5
09571139,2585,1279,292,186,106,11.3,7.2,4.1
08425090,1291,630,153,104,49,11.9,8.1,3.8
14524120,14866,7730,977,731,246,6.6,4.9,1.7
03152006,4345,2230,435,288,147,10,6.6,3.4
08426062,2814,1379,354,208,146,12.6,7.4,5.2
08426121,2409,1196,328,214,114,13.6,8.9,4.7
09776111,2984,1537,272,169,103,9.1,5.7,3.5
08426045,5361,2647,663,390,273,12.4,7.3,5.1
08426134,8082,4035,961,596,365,11.9,7.4,4.5
08437088,13104,6586,1686,915,771,12.9,7,5.9
08436067,638,321,104,59,45,16.3,9.2,7.1
14524230,5928,3048,344,246,98,5.8,4.1,1.7
08425035,128,64,37,22,15,28.9,17.2,11.7
08435005,3987,1984,453,252,201,11.4,6.3,5
08435013,4925,2471,532,321,211,10.8,6.5,4.3
08426120,4403,2190,492,307,185,11.2,7,4.2
08437076,9869,4944,1323,832,491,13.4,8.4,5
08415085,2187,1048,275,167,108,12.6,7.6,4.9
08437100,17286,8869,2152,1290,862,12.4,7.5,5
08426118,515,255,51,34,17,9.9,6.6,3.3
08425123,879,545,80,47,33,9.1,5.3,3.8
08117020,2176,1102,218,130,88,10,6,4
08118047,5536,2771,579,351,228,10.5,6.3,4.1
08116053,1719,851,181,121,60,10.5,7,3.5
08335075,47287,24290,5328,3166,2162,11.3,6.7,4.6
08136020,1752,887,191,104,87,10.9,5.9,5
08117037,2463,1227,264,162,102,10.7,6.6,4.1
08117009,1908,953,176,107,69,9.2,5.6,3.6
08117001,1956,983,180,127,53,9.2,6.5,2.7
08116016,6010,2965,634,391,243,10.5,6.5,4
03460006,26060,12850,3339,2037,1302,12.8,7.8,5
03358018,2357,1197,286,206,80,12.1,8.7,3.4
03251013,2971,1466,340,199,141,11.4,6.7,4.7
16067086,5065,2505,269,171,98,5.3,3.4,1.9
08116007,5646,2887,545,306,239,9.7,5.4,4.2
08119067,39172,19948,4043,2360,1683,10.3,6,4.3
08425050,1021,497,104,63,41,10.2,6.2,4
16067085,2982,1498,158,103,55,5.3,3.5,1.8
08417013,12157,6189,1357,772,585,11.2,6.4,4.8
08437082,1847,921,221,125,96,12,6.8,5.2
08116073,6340,3246,645,373,272,10.2,5.9,4.3
08425079,1954,974,229,146,83,11.7,7.5,4.2
08425071,11175,5499,1421,852,569,12.7,7.6,5.1
16071009,180,84,11,8,3,6.1,4.4,1.7
16071071,121,59,11,-1,-1,9.1,nan,nan
08126069,9156,4583,1025,584,441,11.2,6.4,4.8
08116079,8026,3976,958,543,415,11.9,6.8,5.2
08116048,3631,1768,335,222,113,9.2,6.1,3.1
08116041,3716,1852,410,251,159,11,6.8,4.3
08416025,19874,10236,2280,1395,885,11.5,7,4.5
08119091,26685,13538,2610,1583,1027,9.8,5.9,3.8
03255034,5603,2890,431,326,105,7.7,5.8,1.9
08425141,15643,7856,1804,1027,777,11.5,6.6,5
08136070,984,484,135,77,58,13.7,7.8,5.9
08117060,3087,1538,325,182,143,10.5,5.9,4.6
08118054,6413,3270,691,405,286,10.8,6.3,4.5
08425020,12087,6010,1334,759,575,11,6.3,4.8
08117003,4196,2099,423,273,150,10.1,6.5,3.6
08116037,2567,1301,225,135,90,8.8,5.3,3.5
08119083,7113,3601,712,462,250,10,6.5,3.5
08118010,7593,3840,888,538,350,11.7,7.1,4.6
08118040,5608,2814,647,387,260,11.5,6.9,4.6
08425084,1933,941,254,164,90,13.1,8.5,4.7
08116049,40535,20273,4416,2609,1807,10.9,6.4,4.5
08415029,2604,1306,315,171,144,12.1,6.6,5.5
08416023,8471,4260,847,512,335,10,6,4
08117042,7921,4032,881,513,368,11.1,6.5,4.6
08116004,6043,2981,605,316,289,10,5.2,4.8
08437056,1973,989,266,171,95,13.5,8.7,4.8
08436082,24460,12782,3071,1877,1194,12.6,7.7,4.9
08437044,4796,2340,603,371,232,12.6,7.7,4.8
08426071,4482,2190,484,286,198,10.8,6.4,4.4
08426074,4330,2179,483,306,177,11.2,7.1,4.1
08426008,2147,1068,244,173,71,11.4,8.1,3.3
08435015,2915,1445,366,229,137,12.6,7.9,4.7
08425125,205,100,33,19,14,16.1,9.3,6.8
08436008,9988,5017,1210,703,507,12.1,7,5.1
08435067,4209,2057,541,312,229,12.9,7.4,5.4
08426128,5242,2650,530,325,205,10.1,6.2,3.9
08436093,1703,823,236,146,90,13.9,8.6,5.3
08437065,4962,2449,601,373,228,12.1,7.5,4.6
14729080,8752,4444,387,276,111,4.4,3.2,1.3
08417063,2478,1242,286,153,133,11.5,6.2,5.4
08426011,1906,892,228,131,97,12,6.9,5.1
08425091,1576,745,213,121,92,13.5,7.7,5.8
07340205,754,376,63,42,21,8.4,5.6,2.8
08119053,4161,2044,421,261,160,10.1,6.3,3.8
08127052,5880,2939,621,369,252,10.6,6.3,4.3
08125046,9233,4548,1026,594,432,11.1,6.4,4.7
08118006,6212,3094,584,355,229,9.4,5.7,3.7
,,,,,,,,
08117012,5110,2650,469,261,208,9.2,5.1,4.1
08118053,3276,1590,338,204,134,10.3,6.2,4.1
08116029,2222,1123,237,134,103,10.7,6,4.6
08118021,8325,4141,790,490,300,9.5,5.9,3.6
08117025,4329,2186,459,308,151,10.6,7.1,3.5
08126085,3046,1471,366,242,124,12,7.9,4.1
12062024,9305,4751,515,383,132,5.5,4.1,1.4
08337124,1693,857,183,126,57,10.8,7.4,3.4
08337106,5063,2527,550,364,186,10.9,7.2,3.7
03251045,787,365,79,55,24,10,7,3
08215103,10176,5083,862,499,363,8.5,4.9,3.6
05382020,46902,24034,4673,3072,1601,10,6.5,3.4
08336050,49303,25494,4636,2935,1701,9.4,6,3.5
07338013,1235,616,91,64,27,7.4,5.2,2.2
09179126,19780,10210,1701,1012,689,8.6,5.1,3.5
12070280,2124,1054,93,65,28,4.4,3.1,1.3
12070153,546,265,20,16,4,3.7,2.9,0.7
08316051,3686,1837,444,290,154,12,7.9,4.2
,,,,,,,,
12062240,2048,973,114,89,25,5.6,4.3,1.2
13073023,702,340,35,25,10,5,3.6,1.4
14521630,3366,1695,169,124,45,5,3.7,1.3
08436085,3694,1867,461,295,166,12.5,8,4.5
08435052,11265,5769,1335,791,544,11.9,7,4.8
08425104,2143,1015,254,149,105,11.9,7,4.9
08426038,4402,2098,560,326,234,12.7,7.4,5.3
08435035,13252,6586,1561,883,678,11.8,6.7,5.1
08335096,2059,1022,203,122,81,9.9,5.9,3.9
08437123,2477,1212,306,162,144,12.4,6.5,5.8
08436069,3846,1892,438,277,161,11.4,7.2,4.2
08436039,3100,1526,345,217,128,11.1,7,4.1
08425055,252,124,35,24,11,13.9,9.5,4.4
08225052,4442,2201,438,277,161,9.9,6.2,3.6
08437053,4131,2047,577,352,225,14,8.5,5.4
08426124,3489,1721,472,288,184,13.5,8.3,5.3
08335002,7088,3777,760,502,258,10.7,7.1,3.6
08335066,5262,2568,668,438,230,12.7,8.3,4.4
08127059,3717,1809,428,246,182,11.5,6.6,4.9
09475113,2138,1079,202,123,79,9.4,5.8,3.7
08415062,4376,2201,521,310,211,11.9,7.1,4.8
08118028,2384,1191,230,133,97,9.6,5.6,4.1
08116012,3481,1687,385,261,124,11.1,7.5,3.6
08415060,9411,4806,1008,611,397,10.7,6.5,4.2
08116033,40094,20321,4469,2648,1821,11.1,6.6,4.5
08425088,2048,1039,214,127,87,10.4,6.2,4.2
08117058,2056,996,207,121,86,10.1,5.9,4.2
08118016,2440,1235,209,136,73,8.6,5.6,3
08118078,15741,8043,1545,931,614,9.8,5.9,3.9
08118077,6193,3164,600,339,261,9.7,5.5,4.2
08119089,6136,3074,648,402,246,10.6,6.6,4
08116071,15974,8074,1746,1022,724,10.9,6.4,4.5
09271139,1131,553,107,70,37,9.5,6.2,3.3
13075138,1049,479,43,26,17,4.1,2.5,1.6
08127086,2938,1443,320,197,123,10.9,6.7,4.2
08117011,1699,852,163,98,65,9.6,5.8,3.8
12069402,921,457,43,26,17,4.7,2.8,1.8
08119093,15187,7616,1454,874,580,9.6,5.8,3.8
08118060,7928,3999,871,516,355,11,6.5,4.5
08116080,38519,19513,3862,2257,1605,10,5.9,4.2
05362036,54200,27933,4563,3058,1505,8.4,5.6,2.8
08415048,1340,657,143,77,66,10.7,5.7,4.9
06632018,14411,7238,1042,731,311,7.2,5.1,2.2
08125110,13567,6770,1498,906,592,11,6.7,4.4
08119003,4739,2363,471,302,169,9.9,6.4,3.6
09172131,1316,657,163,108,55,12.4,8.2,4.2
15091010,6932,3481,336,272,64,4.8,3.9,0.9
08116046,6210,3072,686,388,298,11,6.2,4.8
06632005,1407,678,116,87,29,8.2,6.2,2.1
08335066,5262,2568,668,438,230,12.7,8.3,4.4
08335100,11807,6046,1291,791,500,10.9,6.7,4.2
08335026,2906,1488,243,179,64,8.4,6.2,2.2
08335028,10357,5315,986,645,341,9.5,6.2,3.3
08335035,8493,4308,920,600,320,10.8,7.1,3.8
08335080,4584,2326,458,307,151,10,6.7,3.3
08326005,9975,4960,1065,632,433,10.7,6.3,4.3
08337030,1113,549,111,88,23,10,7.9,2.1
08337062,7414,3733,793,570,223,10.7,7.7,3
08337053,3720,1802,302,210,92,8.1,5.6,2.5
08415087,4975,2503,518,307,211,10.4,6.2,4.2
08336105,14171,7284,1104,766,338,7.8,5.4,2.4
08336091,30030,15497,3078,2039,1039,10.2,6.8,3.5
07334021,2618,1319,229,152,77,8.7,5.8,2.9
07334002,2071,1051,180,119,61,8.7,5.7,2.9
07340211,1475,726,144,99,45,9.8,6.7,3.1
07340218,312,162,44,31,13,14.1,9.9,4.2
08416009,5518,2819,508,297,211,9.2,5.4,3.8
03459030,12845,6536,1372,901,471,10.7,7,3.7
08125001,4752,2303,510,318,192,10.7,6.7,4
08116068,4782,2393,459,256,203,9.6,5.4,4.2
08125021,3175,1601,340,200,140,10.7,6.3,4.4
13072109,380,189,14,11,3,3.7,2.9,0.8
08119006,6780,3376,686,427,259,10.1,6.3,3.8
08425039,13387,6631,1586,891,695,11.8,6.7,5.2
08125066,3709,1826,423,243,180,11.4,6.6,4.9
08125059,3231,1614,368,205,163,11.4,6.3,5
08315015,15315,7735,1834,1096,738,12,7.2,4.8
08425139,2790,1409,355,201,154,12.7,7.2,5.5
08116036,2268,1151,220,131,89,9.7,5.8,3.9
12061329,3954,1975,233,168,65,5.9,4.2,1.6
08126094,1673,809,177,109,68,10.6,6.5,4.1
08116015,10707,5306,1187,684,503,11.1,6.4,4.7
08119061,11179,5571,1195,715,480,10.7,6.4,4.3
08116047,11741,5881,1264,681,583,10.8,5.8,5
08117029,2978,1483,307,192,115,10.3,6.4,3.9
08117049,10050,4961,1018,601,417,10.1,6,4.1
08117002,1300,625,134,85,49,10.3,6.5,3.8
08415078,12143,6163,1510,834,676,12.4,6.9,5.6
08417010,3624,1871,362,196,166,10,5.4,4.6
08117043,1682,856,183,118,65,10.9,7,3.9
08117038,5424,2778,528,304,224,9.7,5.6,4.1
08118051,11158,5632,1189,667,522,10.7,6,4.7
08425017,1900,945,226,131,95,11.9,6.9,5
08127079,2520,1245,282,166,116,11.2,6.6,4.6
08415093,5034,2480,525,317,208,10.4,6.3,4.1
08136027,4966,2493,557,337,220,11.2,6.8,4.4
08336089,182,86,18,12,6,9.9,6.6,3.3
08117006,3652,1829,406,253,153,11.1,6.9,4.2
05966020,26073,12919,3390,2338,1052,13,9,4
08119068,9386,4790,950,537,413,10.1,5.7,4.4
06635001,5665,2830,508,352,156,9,6.2,2.8
08136042,10800,5360,1155,694,461,10.7,6.4,4.3
08118063,6284,3182,584,331,253,9.3,5.3,4
13072042,1579,752,86,68,18,5.4,4.3,1.1
08125024,3562,1778,431,252,179,12.1,7.1,5
08125098,8276,4158,794,482,312,9.6,5.8,3.8
08116014,6735,3262,680,382,298,10.1,5.7,4.4
08119042,11215,5674,1093,664,429,9.7,5.9,3.8
08116070,10052,4987,1103,601,502,11,6,5
08118015,2743,1356,262,136,126,9.6,5,4.6
08116018,2143,1071,288,149,139,13.4,7,6.5
08119020,45147,23293,5043,2846,2197,11.2,6.3,4.9
08116019,91271,46052,8654,5063,3591,9.5,5.5,3.9
08116020,8844,4456,1084,640,444,12.3,7.2,5
08136040,2005,1003,236,155,81,11.8,7.7,4
08119024,2514,1176,227,149,78,9,5.9,3.1
08127023,2875,1416,311,186,125,10.8,6.5,4.3
08116035,9718,4925,931,528,403,9.6,5.4,4.1
08117018,15206,7661,1487,889,598,9.8,5.8,3.9
08416026,4244,2163,448,272,176,10.6,6.4,4.1
08425098,294,146,49,27,22,16.7,9.2,7.5
08415090,3646,1829,502,274,228,13.8,7.5,6.3
08425002,4390,2212,545,336,209,12.4,7.7,4.8
08325057,12092,6121,1565,957,608,12.9,7.9,5
07233083,613,295,88,53,35,14.4,8.6,5.7
08317098,4681,2321,590,365,225,12.6,7.8,4.8
09764000,42841,21759,4966,2769,2197,11.6,6.5,5.1
08336045,8209,4204,809,533,276,9.9,6.5,3.4
08315094,1856,913,268,165,103,14.4,8.9,5.5
08336100,978,501,113,73,40,11.6,7.5,4.1
08417025,10488,5251,1244,724,520,11.9,6.9,5
08327038,3976,1965,520,280,240,13.1,7,6
08336034,1130,558,103,76,27,9.1,6.7,2.4
07337049,2294,1076,213,138,75,9.3,6,3.3
07340028,3913,2007,377,245,132,9.6,6.3,3.4
08327051,3585,1803,481,259,222,13.4,7.2,6.2
03462013,760,404,63,46,17,8.3,6.1,2.2
03462015,1542,760,139,104,35,9,6.7,2.3
08315072,2579,1340,325,169,156,12.6,6.6,6
08327002,7516,3734,807,484,323,10.7,6.4,4.3
08236074,6273,3147,566,336,230,9,5.4,3.7
08437072,2087,1030,273,148,125,13.1,7.1,6
08236044,5228,2664,519,329,190,9.9,6.3,3.6
08317039,2267,1146,296,176,120,13.1,7.8,5.3
12069470,1042,496,59,40,19,5.7,3.8,1.8
07339016,723,379,64,38,26,8.9,5.3,3.6
07141121,1317,658,135,95,40,10.3,7.2,3
07133014,376,188,44,26,18,11.7,6.9,4.8
05962028,16300,8240,1722,1193,529,10.6,7.3,3.2
07337024,897,451,83,52,31,9.3,5.8,3.5
07133075,285,136,31,22,9,10.9,7.7,3.2
07337072,584,284,63,38,25,10.8,6.5,4.3
05774016,21772,10467,2459,1644,815,11.3,7.6,3.7
05566040,22461,11332,2373,1590,783,10.6,7.1,3.5
07233242,698,346,87,55,32,12.5,7.9,4.6
07137027,305,151,43,29,14,14.1,9.5,4.6
09577114,2223,1121,204,121,83,9.2,5.4,3.7
16075119,262,130,25,19,6,9.5,7.3,2.3
,,,,,,,,
09772117,2993,1537,265,171,94,8.9,5.7,3.1
09273147,14855,7356,1653,1000,653,11.1,6.7,4.4
09185158,16753,8536,1827,1127,700,10.9,6.7,4.2
09771144,4230,2088,496,303,193,11.7,7.2,4.6
09773164,1448,706,154,75,79,10.6,5.2,5.5
09176139,9428,4727,763,471,292,8.1,5,3.1
09373146,4842,2351,491,327,164,10.1,6.8,3.4
09778136,2970,1467,378,232,146,12.7,7.8,4.9
08215111,6494,3226,544,348,196,8.4,5.4,3
07334004,743,350,67,51,16,9,6.9,2.2
08236061,2724,1372,285,169,116,10.5,6.2,4.3
08115054,6735,3318,570,348,222,8.5,5.2,3.3
08336057,4330,2135,466,283,183,10.8,6.5,4.2
,,,,,,,,
08215084,13057,6508,1214,775,439,9.3,5.9,3.4
07141031,404,206,37,20,17,9.2,5,4.2
08327012,927,458,112,66,46,12.1,7.1,5
08125026,21312,10682,2248,1381,867,10.5,6.5,4.1
08317088,2530,1240,328,206,122,13,8.1,4.8
08136071,1843,944,197,124,73,10.7,6.7,4
09571224,2076,999,264,169,95,12.7,8.1,4.6
08236075,3395,1709,357,214,143,10.5,6.3,4.2
03255009,583,300,61,46,15,10.5,7.9,2.6
09183140,1652,791,198,129,69,12,7.8,4.2
09374137,2450,1242,224,147,77,9.1,6,3.1
09773186,985,498,111,74,37,11.3,7.5,3.8
09479112,5196,2637,360,248,112,6.9,4.8,2.2
05913000,586181,298335,49951,37260,12691,8.5,6.4,2.2
16077006,255,128,24,18,6,9.4,7.1,2.4
09189162,6684,3391,758,445,313,11.3,6.7,4.7
16075048,233,113,10,6,4,4.3,2.6,1.7
16075057,390,192,21,13,8,5.4,3.3,2.1
16074072,295,146,13,8,5,4.4,2.7,1.7
14627010,20831,10827,1018,737,281,4.9,3.5,1.3
14625100,2704,1350,137,99,38,5.1,3.7,1.4
14522220,2806,1384,152,100,52,5.4,3.6,1.9
13072119,625,296,29,24,5,4.6,3.8,0.8
16076012,618,288,31,22,9,5,3.6,1.5
16074077,432,214,19,15,4,4.4,3.5,0.9
06636008,3055,1546,250,188,62,8.2,6.2,2
03254017,9707,4901,823,551,272,8.5,5.7,2.8
09277117,2369,1164,241,173,68,10.2,7.3,2.9
08425004,599,282,76,49,27,12.7,8.2,4.5
08119076,8817,4439,927,527,400,10.5,6,4.5
08415019,10951,5512,1202,691,511,11,6.3,4.7
08115044,10083,5014,1028,584,444,10.2,5.8,4.4
08118071,12798,6348,1170,647,523,9.1,5.1,4.1
08125096,4145,2078,441,276,165,10.6,6.7,4
08125058,11187,5611,1209,710,499,10.8,6.3,4.5
08415050,21612,11060,2499,1435,1064,11.6,6.6,4.9
08117053,3909,2023,360,228,132,9.2,5.8,3.4
08415058,1485,698,225,118,107,15.2,7.9,7.2
03353026,20828,10416,1890,1265,625,9.1,6.1,3
08119085,27932,14077,2698,1531,1167,9.7,5.5,4.2
13072039,319,154,16,12,4,5,3.8,1.3
01060093,441,222,44,29,15,10,6.6,3.4
08416015,8833,4475,930,522,408,10.5,5.9,4.6
08118018,4040,2003,405,234,171,10,5.8,4.2
08116022,4290,2192,440,250,190,10.3,5.8,4.4
08119084,11063,5677,1295,798,497,11.7,7.2,4.5
08117044,3927,1963,418,260,158,10.6,6.6,4
08117033,5520,2738,587,345,242,10.6,6.2,4.4
08119086,7579,3890,731,428,303,9.6,5.6,4
08115046,6466,3159,740,396,344,11.4,6.1,5.3
08116050,5469,2781,559,318,241,10.2,5.8,4.4
08119004,4092,2049,469,291,178,11.5,7.1,4.3
08117051,14036,7091,1431,858,573,10.2,6.1,4.1
08125057,2348,1142,219,145,74,9.3,6.2,3.2
08118007,12018,6090,1153,691,462,9.6,5.7,3.8
08116008,3474,1719,380,232,148,10.9,6.7,4.3
08117026,56781,28653,5746,3360,2386,10.1,5.9,4.2
08437031,6341,3105,755,437,318,11.9,6.9,5
08125069,9630,4807,1025,600,425,10.6,6.2,4.4
08316014,4344,2185,545,328,217,12.5,7.6,5
07337019,910,464,73,53,20,8,5.8,2.2
08325051,3803,1940,465,280,185,12.2,7.4,4.9
08317059,5352,2650,550,309,241,10.3,5.8,4.5
08326020,1170,581,139,85,54,11.9,7.3,4.6
08335057,2319,1157,281,168,113,12.1,7.2,4.9
08327027,714,363,89,59,30,12.5,8.3,4.2
07334034,1084,524,101,51,50,9.3,4.7,4.6
08317005,10068,5000,1224,715,509,12.2,7.1,5.1
08118081,25759,13026,2337,1353,984,9.1,5.3,3.8
08116005,1620,809,178,96,82,11,5.9,5.1
08117016,408,208,55,32,23,13.5,7.8,5.6
08118048,92973,47230,8770,5131,3639,9.4,5.5,3.9
08119069,2098,1009,213,132,81,10.2,6.3,3.9
08415073,6371,3163,748,412,336,11.7,6.5,5.3
08125102,12001,6014,1252,727,525,10.4,6.1,4.4
08117019,20177,10233,2265,1294,971,11.2,6.4,4.8
08117055,3071,1539,300,198,102,9.8,6.4,3.3
08119075,5173,2604,509,310,199,9.8,6,3.8
08116076,7470,3845,667,408,259,8.9,5.5,3.5
08126047,6074,2956,679,375,304,11.2,6.2,5
08415039,2863,1455,341,204,137,11.9,7.1,4.8
08116011,3549,1795,386,233,153,10.9,6.6,4.3
08425108,6783,3355,769,438,331,11.3,6.5,4.9
07334008,5462,2771,578,368,210,10.6,6.7,3.8
08115001,8843,4497,826,507,319,9.3,5.7,3.6
03252004,7152,3654,628,439,189,8.8,6.1,2.6
08415034,2206,1069,300,198,102,13.6,9,4.6
08415053,14399,7198,1750,964,786,12.2,6.7,5.5
14522590,2528,1236,144,107,37,5.7,4.2,1.5
07339027,7609,3821,652,425,227,8.6,5.6,3
13072094,443,224,20,14,6,4.5,3.2,1.4
13072069,936,454,56,38,18,6,4.1,1.9
13075065,601,296,22,13,9,3.7,2.2,1.5
09774135,20038,10244,2098,1123,975,10.5,5.6,4.9
08425022,171,85,29,11,18,17,6.4,10.5
09775126,1852,912,219,125,94,11.8,6.7,5.1
09774196,759,385,99,51,48,13,6.7,6.3
08135026,6241,3078,634,366,268,10.2,5.9,4.3
08136046,3166,1581,398,242,156,12.6,7.6,4.9
09774116,3175,1548,217,119,98,6.8,3.7,3.1
08425024,292,151,29,15,14,9.9,5.1,4.8
07337029,809,412,73,50,23,9,6.2,2.8
07337056,319,165,25,19,6,7.8,6,1.9
08317021,3867,1975,490,333,157,12.7,8.6,4.1
08315133,5888,2936,705,437,268,12,7.4,4.6
16062041,42217,21496,2254,1729,525,5.3,4.1,1.2
08435029,8538,4243,922,566,356,10.8,6.6,4.2
08116042,6542,3242,762,443,319,11.6,6.8,4.9
13076058,965,488,67,43,24,6.9,4.5,2.5
15084590,29052,14998,1224,1016,208,4.2,3.5,0.7
09774155,6926,3331,717,391,326,10.4,5.6,4.7
08135025,7142,3610,606,375,231,8.5,5.3,3.2
08135010,4352,2113,467,299,168,10.7,6.9,3.9
09773137,1591,790,134,68,66,8.4,4.3,4.1
09774145,3289,1636,388,223,165,11.8,6.8,5
08127012,2995,1498,312,195,117,10.4,6.5,3.9
09577136,16432,8599,1643,1001,642,10,6.1,3.9
09577122,1770,848,191,113,78,10.8,6.4,4.4
14628020,5676,2828,294,213,81,5.2,3.8,1.4
09176124,2966,1454,234,154,80,7.9,5.2,2.7
07332017,833,419,86,61,25,10.3,7.3,3
09375213,5881,2937,574,356,218,9.8,6.1,3.7
09175122,13480,6899,1278,766,512,9.5,5.7,3.8
15090285,1212,569,65,49,16,5.4,4,1.3
09187170,4025,1982,429,252,177,10.7,6.3,4.4
09187142,4833,2367,557,353,204,11.5,7.3,4.2
09476177,3510,1741,277,204,73,7.9,5.8,2.1
03459017,9410,4782,1079,775,304,11.5,8.2,3.2
09181141,3476,1705,316,197,119,9.1,5.7,3.4
09180116,3655,1892,499,295,204,13.7,8.1,5.6
09175121,5081,2547,567,301,266,11.2,5.9,5.2
09190152,3196,1699,302,193,109,9.4,6,3.4
09179140,1707,879,179,84,95,10.5,4.9,5.6
08425013,671,352,89,48,41,13.3,7.2,6.1
09773187,737,379,84,65,19,11.4,8.8,2.6
09774185,6095,3125,718,405,313,11.8,6.6,5.1
09189133,4114,2128,493,284,209,12,6.9,5.1
16077044,1963,968,83,63,20,4.2,3.2,1
16077048,1231,636,46,35,11,3.7,2.8,0.9
09375114,1513,753,157,105,52,10.4,6.9,3.4
15084235,9822,5075,421,326,95,4.3,3.3,1
09372128,905,447,89,68,21,9.8,7.5,2.3
09372115,1923,972,201,145,56,10.5,7.5,2.9
09374133,3424,1682,389,261,128,11.4,7.6,3.7
15083411,13916,6912,581,418,163,4.2,3,1.2
12064472,26213,13587,1227,881,346,4.7,3.4,1.3
09376171,1844,918,217,149,68,11.8,8.1,3.7
09171116,1157,571,126,72,54,10.9,6.2,4.7
09187138,1155,572,116,64,52,10,5.5,4.5
14628360,9932,5017,530,397,133,5.3,4,1.3
14521340,2274,1160,129,90,39,5.7,4,1.7
14521060,2415,1215,135,108,27,5.6,4.5,1.1
14625090,4781,2427,238,185,53,5,3.9,1.1
14521560,6514,3276,317,237,80,4.9,3.6,1.2
14628050,10535,5431,505,312,193,4.8,3,1.8
